2023-10-16 00:41:13,147 INFO    MainThread:10872 [wandb_config.py:__setitem__():151] config set Validation ratio = 0.2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000241B84B0EB0>>
2023-10-16 00:41:13,147 INFO    MainThread:10872 [wandb_run.py:_config_callback():1324] config_cb Validation ratio 0.2 None
2023-10-16 00:41:13,148 INFO    MainThread:10872 [wandb_config.py:__setitem__():151] config set Test ratio = 0.0 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000241B84B0EB0>>
2023-10-16 00:41:13,148 INFO    MainThread:10872 [wandb_run.py:_config_callback():1324] config_cb Test ratio 0.0 None
2023-10-16 00:41:13,148 INFO    MainThread:10872 [wandb_config.py:__setitem__():151] config set Batch size = 32 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000241B84B0EB0>>
2023-10-16 00:41:13,148 INFO    MainThread:10872 [wandb_run.py:_config_callback():1324] config_cb Batch size 32 None
2023-10-16 00:41:13,148 INFO    MainThread:10872 [wandb_config.py:__setitem__():151] config set Number of workers = 4 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000241B84B0EB0>>
2023-10-16 00:41:13,148 INFO    MainThread:10872 [wandb_run.py:_config_callback():1324] config_cb Number of workers 4 None
2023-10-16 00:41:13,148 INFO    MainThread:10872 [wandb_config.py:__setitem__():151] config set Learning rate = 0.001 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000241B84B0EB0>>
2023-10-16 00:41:13,148 INFO    MainThread:10872 [wandb_run.py:_config_callback():1324] config_cb Learning rate 0.001 None
2023-10-16 00:41:13,148 INFO    MainThread:10872 [wandb_config.py:__setitem__():151] config set Number of epochs = 2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000241B84B0EB0>>
2023-10-16 00:41:13,148 INFO    MainThread:10872 [wandb_run.py:_config_callback():1324] config_cb Number of epochs 2 None
2023-10-16 00:41:13,149 INFO    MainThread:10872 [wandb_config.py:__setitem__():151] config set Model parameters = {'num_node_features': 9, 'num_edge_features': 3, 'hidden_channels': [32, 64], 'out_channels': 128} - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000241B84B0EB0>>
2023-10-16 00:41:13,149 INFO    MainThread:10872 [wandb_run.py:_config_callback():1324] config_cb Model parameters {'num_node_features': 9, 'num_edge_features': 3, 'hidden_channels': [32, 64], 'out_channels': 128} None
2023-10-16 00:41:13,149 INFO    MainThread:10872 [wandb_run.py:_finish():1934] finishing run xmootoo/ssl-seizure-detection/pjh8ypvn
2023-10-16 00:41:13,150 ERROR   MainThread:10872 [jupyter.py:save_history():437] Run pip install nbformat to save notebook history
2023-10-16 00:41:13,150 INFO    MainThread:10872 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-10-16 00:41:13,150 INFO    MainThread:10872 [wandb_init.py:_jupyter_teardown():456] cleaning up jupyter logic
2023-10-16 00:41:13,150 INFO    MainThread:10872 [wandb_run.py:_atexit_cleanup():2168] got exitcode: 0
2023-10-16 00:41:13,150 INFO    MainThread:10872 [wandb_run.py:_restore():2151] restore
2023-10-16 00:41:13,151 INFO    MainThread:10872 [wandb_run.py:_restore():2157] restore done
2023-10-16 00:41:17,762 INFO    MainThread:10872 [wandb_run.py:_footer_history_summary_info():3599] rendering history
2023-10-16 00:41:17,763 INFO    MainThread:10872 [wandb_run.py:_footer_history_summary_info():3631] rendering summary
2023-10-16 00:41:17,768 INFO    MainThread:10872 [wandb_run.py:_footer_sync_info():3558] logging synced files
